Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Ritual Commander's Ring,Slimy Consumptive Organ,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Mace of the Unburdened,Barricade of the Endless Empire,Argent Crusader's Tabard,110266583
Oversized Centurion Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Gametender's Muckstompers,Hellhound Cuffs,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Queensguard's Vigil,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Dredge-Giant's Warshield,,161328347
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Selfless Collector's Girdle,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Shieldguard's Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Signet of the False Accuser,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Engorged Worm Smasher,Sylvan Whiteshield,Tabard of the Ascended,114212053
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,96929233
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Elysian Sentinel's Aegis,Tabard of the Ascended,166686656
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Ritual Bone Band,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,,165962447
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Decadent Nathrian Shawl,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Ascended,163645104
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sanguine Vintage,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,157529106
Shadowghast Helm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Dreadfire Vessel,Grim Codex,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,151779368
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Valorous Aegis Breastplate,Stormtempered Girdle,Frostplate Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Fleshfused Circle,Spare Meat Hook,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sylvan Whiteshield,,145763524
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,Stylish Red Shirt,Breastplate of Cautious Calculation,Stonebark Girdle,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Pulsating Stoneheart,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Guild Tabard,165929709
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Lightbringer,148737528
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Guild Tabard,145849552
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Steelcore Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Sanguine Vintage,Drape of Twisted Loyalties,Engorged Worm Smasher,Sylvan Whiteshield,Renowned Guild Tabard,178655036
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Formal White Shirt,Selfless Collector's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Hymnal of the Path,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Aspirant's Barrier,,74087406
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Embroidered Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Gluttonous Spike,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Encrusted Canopic Lid,,163459071
Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Gray Woolen Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sylvan Whiteshield,Tushui Tabard,185079703
Wrathbark Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,,136363258
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Fleshfused Circle,Viscera of Coalesced Hatred,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Honortoll Gavel,Barricade of the Endless Empire,Horde Tabard,195680439
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Inscrutable Quantum Device,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Builwark of the Stone Legion,,117373885
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Bargast's Leash,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,175892083
Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,Irradiated Undercoat,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Ritual Commander's Ring,Smoothed Loop of Contemplation,Inscrutable Quantum Device,Darkmoon Deck: Voracity,Selfless Collector's Greatcloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Tabard of the Lightbringer,241411160
Warhelm of the Champion,Azure-Venom Choker,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Binding of Warped Desires,Plated Leggings of Ruination,Errant Crusader's Greaves,Thunderous Echo Vambraces,Handguards of the Enclave,Death God's Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Shawl of the Caretaker,Legacy of Thunder,Wisdom's Hold,,101670133
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Cloak of the Makers,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Zandalari,193762319
Shadowghast Helm,Skychime Necklace,Vile Butcher's Pauldrons,White Tuxedo Shirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Gluttonous Spike,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Competitor's Tabard,176897236
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Entwined Gorger Tendril,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Tabard of the Lightbringer,34739837
Wrathbark Greathelm,Skychime Necklace,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Selfless Collector's Girdle,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Bone Band,Decanter of Anima-Charged Winds,Gluttonous Spike,Selfless Collector's Greatcloak,Engorged Worm Smasher,Acidslough Bulwark,Illustrious Guild Tabard,176274509
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Dark Silk Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Selfless Collector's Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Shadowghast Ring,Gluttonous Spike,Hymnal of the Path,Drape of Twisted Loyalties,Sinsmasher,Encrusted Canopic Lid,,139750519
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Artisan Member's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Ascended,119574490
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Fashionable Undershirt,Selfless Collector's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Macabre Sheet Music,Blood-Spattered Scale,Selfless Collector's Greatcloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,Stormwind Tabard,150635662
Wrathbark Greathelm,Muckformed Chain Choker,Prankster's Pauldrons,Deckhand's Shirt,Breastplate of Cautious Calculation,Stonebark Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Flamewatch Armguards,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Ritual Commander's Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Winter's Frigid Embrace,Engorged Worm Smasher,Barricade of the Endless Empire,,133339089
Dread Sentinel's Ebony Headgear,Sinful Aspirant's Necklace,Dread Sentinel's Ebony Spaulders,Fashionable Undershirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Shadowghast Ring,Sinful Aspirant's Relentless Brooch,Sinful Aspirant's Insignia of Alacrity,Dread Sentinel's Ebony Cloak,Supercollider,Builwark of the Stone Legion,Tabard of the Achiever,133285567
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Artisan Member's Shirt,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Chyrus's Crest of Hope,,163105833
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Valinor's Ground Pounders,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Overwhelming Power Crystal,Gluttonous Spike,Cowled Batwing Cloak,Sacred Sparrer's Edge,Barricade of the Endless Empire,,163100057
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Duskwarder Shield,,138140859
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Sinful Aspirant's Plate Gauntlets,Sinful Aspirant's Band,Shadowghast Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Sigil of Adaptation,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Sinful Gladiator's Guard,,177020814
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Shieldguard's Breastplate,Selfless Collector's Girdle,Gormshell Greaves,Muckwallow Stompers,Steelcore Wristwraps,Selfless Collector's Gauntlets,Ritual Bone Band,Arachnid Cipher Ring,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Ascended Gladius of Glory,Barricade of the Endless Empire,,114232478
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Soulletting Ruby,Mantle of Manifest Sins,Sinful Gladiator's Hacker,Elysian Sentinel's Aegis,,143046799
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Arachnid Cipher Ring,Fleshfused Circle,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Scarlet Crusade,113154059
Wing Commander's Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Fused Bone Greatbelt,Shadowghast Greaves,Selfless Collector's Warboots,Reality-Shatter Vambraces,Sinful Aspirant's Plate Gauntlets,Hyperlight Band,Ring of Perpetual Conflict,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Barricade of the Endless Empire,,163060284
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Death God's Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,,189464321
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Hardened Castle Crushers,Arachnid Cipher Ring,Ritualist's Treasured Ring,Bargast's Leash,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,73898823
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Ebon Filigreed Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Fleshfused Circle,Entwined Gorger Tendril,Darkmoon Deck: Indomitable,Anima Field Emitter,Shroud of the Penitent,Supercollider,Bulwark of the Noble Protector,,186630633
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Stonebark Girdle,Selfless Collector's Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Supercollider,Elysian Sentinel's Aegis,Tabard of the Shattered Sun,80390799
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,Tabard of Brute Force,171490413
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,245074253
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the 7th Legion,168998405
Wing Commander's Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Signet of the False Accuser,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Sinsmasher,Elysian Sentinel's Aegis,Stormwind Tabard,192660589
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,,201506728
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Bloodoath Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,,160295954
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,Stormwind Tabard,155146542
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Anima Field Emitter,Mantle of Manifest Sins,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,,136913529
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,195523628
Casque of the Path,Reinforced High Collar,Shadowghast Pauldrons,Tailored Member's Shirt,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Ring of Perpetual Conflict,Viscera of Coalesced Hatred,Hymnal of the Path,Sinful Gladiator's Drape,Sinsmasher,Sinful Gladiator's Guard,Tabard of the Ascended,92236767
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,99907631
Oversized Centurion Helm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Ritual Bone Band,Pulsating Stoneheart,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Lightforged Tabard,157369331
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Shieldguard's Warboots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Commander's Ring,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,Alliance Tabard,156295926
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Binding of Warped Desires,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Signet of the False Accuser,Viscera of Coalesced Hatred,Gluttonous Spike,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,Tabard of the Lightbringer,161202261
Wing Commander's Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Fashionable Undershirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Conqueror's Aegis Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Gorestained Cleaver,Encrusted Canopic Lid,,218928249
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Frostplate Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Hardened Castle Crushers,Death God's Signet,Entwined Gorger Tendril,Sinful Gladiator's Medallion,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,197156221
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Sapsteel Breastplate,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Gloves of the Pythonic Guardian,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,115111478
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Signet,Ritual Bone Band,Stone Legion Heraldry,Blood-Spattered Scale,Sinful Gladiator's Shawl,Sophisticated Bonecracker,Acidslough Bulwark,,201474624
