Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sinful Aspirant's Relentless Brooch,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,Renowned Guild Tabard,91581085
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Gild's Crewneck,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Overwhelming Power Crystal,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,Tabard of the Achiever,92660241
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Signet of the False Accuser,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Guild Tabard,156204083
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Argent Crusader's Tabard,25021934
Wing Commander's Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Overwhelming Power Crystal,Blighted Margrave's Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Lightbringer,168641774
Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Fleshfused Circle,Signet of the False Accuser,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sinsmasher,Sinful Gladiator's Guard,,166278862
Casque of the Path,Azure-Venom Choker,Selfless Collector's Spaulders,Sightless Mantle,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Shieldguard's Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,62132929
Darkfrost Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Stonewrought Armplates,Distorted Construct's Gauntlets,Shadowghast Ring,Ritual Bone Band,Pulsating Stoneheart,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,,93879153
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,Stormwind Tabard,21997401
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,,159961156
Wrathbark Greathelm,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Exodar Doublet,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Valinor's Ground Pounders,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Ardent Sunstar Signet,Sinful Gladiator's Ring,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Aspirant's Sword,Sinful Gladiator's Guard,Argent Crusader's Tabard,89313971
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Amber-Plated Legguards,Sapsteel Sabatons,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Twisted Witherroot Band,Anima Field Emitter,Pulsating Stoneheart,Faewoven Drape,Sinful Gladiator's Shillelagh,Acidslough Bulwark,,138494931
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Formal White Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,Tabard of the Argent Crusade,127208100
Shadowghast Helm,Sinful Aspirant's Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Sinful Aspirant's Plate Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Hyperlight Band,Sinful Aspirant's Ring,Darkmoon Deck: Voracity,Anima Field Emitter,Sinful Gladiator's Drape,Sinsmasher,Sinful Gladiator's Guard,,187698992
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,119055674
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Undisputed Champion's Shirt,Abdominal Securing Chestguard,Belt of Clinging Hope,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Gauntlets of the Iron Furnace,Sinful Gladiator's Ring,Band of the Risen Bonelord,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Engorged Worm Smasher,The Boreal Guard,Tabard of the Ascended,54233594
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Legacy of Thunder,Burden of the Protectorate,Renowned Guild Tabard,168690705
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,156893097
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Ebon Filigreed Doublet,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,Sinful Gladiator's Guard,Tabard of the Dark Iron,124074579
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,The Very Best Shirt,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Phial of Putrefaction,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,,226274304
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Irradiated Undercoat,Shadowghast Breastplate,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,147544743
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,White Swashbuckler's Shirt,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Chyrus's Crest of Hope,Tabard of the Lightbringer,137417779
Wrathbark Greathelm,Chain of the Purpose-Bound,Prankster's Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Dynamo Doomstompers,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Inscrutable Quantum Device,Stone Legion Heraldry,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,153426589
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Green Workman's Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Lightbringer,245739784
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Court of Harvesters Tabard,156196167
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,Stormwind Tabard,73037576
Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Lightforged Tabard,195690055
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Paper Shirt,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Signet of the False Accuser,Pulsating Stoneheart,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,Argent Crusader's Tabard,185322365
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Shattered Sun,151580316
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,Lightforged Tabard,163362754
Sinful Aspirant's Plate Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Unbreakable Chestguard,Dragonslayer's Brace,Sinful Aspirant's Plate Legguards,Sabatons of the Rushing Juggernaut,Armbands of the Construct,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Splintered Heart of Al'ar,Anima Field Emitter,Saronite Animus Cloak,Engorged Worm Smasher,Acidslough Bulwark,,164487321
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Bladedancer's Armor Kit,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Unshackled,160223998
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Decadent Nathrian Shawl,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the 7th Legion,108313845
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Ooze-Soaked Shirt,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Stone Legion Heraldry,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Achiever,95556731
Plague Handler's Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Sinful Gladiator's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,187863069
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Stylish Blue Shirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of Summer Skies,66737729
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Guilewind Stone Talons,Bloodoath Signet,Ritualist's Treasured Ring,Pulsating Stoneheart,Splintered Heart of Al'ar,Mantle of Manifest Sins,Supercollider,Acidslough Bulwark,,218031239
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Sinful Aspirant's Plate Cuffs,Fallen Templar's Gauntlets,Fleshfused Circle,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,,174034979
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Arachnid Cipher Ring,Death God's Signet,Slimy Consumptive Organ,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,,116700403
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Sinful Gladiator's Plate Stompers,Hellhound Cuffs,Hardened Castle Crushers,Sinful Gladiator's Ring,Twisted Witherroot Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,Renowned Guild Tabard,109767123
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,White Tuxedo Shirt,Breastplate of Cautious Calculation,Binding of Warped Desires,Shadowghast Greaves,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ardent Sunstar Signet,Hyperlight Band,Splintered Heart of Al'ar,Stone Legion Heraldry,Drape of Twisted Loyalties,Stoneborn Terrorblade,Acidslough Bulwark,,152134467
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritual Commander's Ring,Inscrutable Quantum Device,Blood-Spattered Scale,Crest of the Legionnaire General,Stoneguard,Acidslough Bulwark,Guild Tabard,157607304
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Initiate's Shirt,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Twisted Witherroot Band,Death God's Signet,Gluttonous Spike,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,99944675
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Artisan Member's Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Signet of the False Accuser,Entwined Gorger Tendril,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,210088083
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Sinful Aspirant's Badge of Ferocity,Crest of the Legionnaire General,Sophisticated Bonecracker,Duskwarder Shield,Tabard of the Zandalari,165198804
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Proudmoore Admiralty Tabard,165155338
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Desm's Fistos,Ring of Perpetual Conflict,Ritual Bone Band,Macabre Sheet Music,Anima Field Emitter,Grim-Veiled Cape,Axe of the Deadgrove,Sylvan Whiteshield,Guild Tabard,86238525
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Ring of Perpetual Conflict,Anima Field Emitter,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,,110993954
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Anima Field Emitter,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Guild Tabard,154173903
Shadowghast Helm,Sinful Gladiator's Amulet,Sinful Gladiator's Plate Shoulders,,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Bargast's Leash,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Stormwind Tabard,208871844
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Amber Filigreed Shirt,Breastplate of Otherworldly Influence,Dread Sentinel's Ebony Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Entwined Gorger Tendril,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Barbed-Edge of the Stone Legion,Encrusted Canopic Lid,Lightforged Tabard,165641964
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Twisted Witherroot Band,Pulsating Stoneheart,Gluttonous Spike,Selfless Collector's Greatcloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Argent Crusader's Tabard,50666989
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Hardened Castle Crushers,Ring of Perpetual Conflict,Bloodoath Signet,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Selfless Collector's Greatcloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,,93662987
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Twisted Witherroot Band,Fleshfused Circle,Dreadfire Vessel,Darkmoon Deck: Voracity,Mantle of Manifest Sins,Sinful Gladiator's Greatmallet,,Renowned Guild Tabard,147147888
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Twisted Witherroot Band,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Aspirant's Barrier,,165197048
Sinful Gladiator's Plate Helmet,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Shadowghast Ring,Chalice Noble's Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Encrusted Canopic Lid,Tabard of the Argent Crusade,35480598
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Frostplate Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Gluttonous Spike,Decanter of Anima-Charged Winds,Decadent Nathrian Shawl,Supercollider,Acidslough Bulwark,Tabard of the Achiever,139274027
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Red Swashbuckler's Shirt,Shieldguard's Breastplate,Shieldguard's Girdle,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Medallion,Dealer Xy'exa's Cape,Axe of the Deadgrove,Dominance Keep Barrier,Tabard of the Explorer,71312306
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Fashionable Undershirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Unfaltering Armguards,Fogweaver Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Gluttonous Spike,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,Argent Crusader's Tabard,111973656
Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Gray Woolen Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sylvan Whiteshield,Tushui Tabard,185079703
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Stonewrought Legguards,Muckwallow Stompers,Steelcore Wristwraps,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Anima Field Emitter,Shroud of the Penitent,Sophisticated Bonecracker,Acidslough Bulwark,,167341158
